city,date,death_new,death_accum
PIF,2022-03-30,0,1
PIF,2022-03-31,0,1
PIF,2022-04-01,0,1
PIF,2022-04-02,0,1
PIF,2022-04-03,0,1
PIF,2022-04-04,0,1
PIF,2022-04-05,0,1
PIF,2022-04-06,0,1
PIF,2022-04-07,0,1
PIF,2022-04-08,0,1
PIF,2022-04-09,0,1
PIF,2022-04-10,0,1
PIF,2022-04-11,0,1
PIF,2022-04-12,0,1
PIF,2022-04-13,0,1
PIF,2022-04-14,0,1
PIF,2022-04-15,0,1
PIF,2022-04-16,0,1
PIF,2022-04-17,0,1
PIF,2022-04-18,0,1
PIF,2022-04-19,0,1
PIF,2022-04-20,0,1
PIF,2022-04-21,0,1
PIF,2022-04-22,0,1
PIF,2022-04-23,0,1
PIF,2022-04-24,0,1
PIF,2022-04-25,0,1
PIF,2022-04-26,0,1
PIF,2022-04-27,0,1
PIF,2022-04-28,0,1
PIF,2022-04-29,1,2
PIF,2022-04-30,0,2
PIF,2022-05-01,0,2
PIF,2022-05-02,0,2
PIF,2022-05-03,1,3
PIF,2022-05-04,0,3
PIF,2022-05-05,0,3
PIF,2022-05-06,0,3
PIF,2022-05-07,0,3
PIF,2022-05-08,0,3
PIF,2022-05-09,1,4
PIF,2022-05-10,0,4
PIF,2022-05-11,0,4
PIF,2022-05-12,0,4
PIF,2022-05-13,0,4
PIF,2022-05-14,0,4
PIF,2022-05-15,0,4
PIF,2022-05-16,0,4
PIF,2022-05-17,2,6
PIF,2022-05-18,0,6
PIF,2022-05-19,2,8
PIF,2022-05-20,1,9
PIF,2022-05-21,4,13
PIF,2022-05-22,0,13
PIF,2022-05-23,3,16
PIF,2022-05-24,2,18
PIF,2022-05-25,0,18
PIF,2022-05-26,1,19
PIF,2022-05-27,4,23
PIF,2022-05-28,6,29
PIF,2022-05-29,6,35
PIF,2022-05-30,1,36
PIF,2022-05-31,3,39
PIF,2022-06-01,7,46
PIF,2022-06-02,4,50
PIF,2022-06-03,9,59
PIF,2022-06-04,9,68
ILA,2022-03-10,0,2
ILA,2022-03-11,0,2
ILA,2022-03-12,0,2
ILA,2022-03-13,0,2
ILA,2022-03-14,0,2
ILA,2022-03-15,0,2
ILA,2022-03-16,0,2
ILA,2022-03-17,0,2
ILA,2022-03-18,0,2
ILA,2022-03-19,0,2
ILA,2022-03-20,0,2
ILA,2022-03-21,0,2
ILA,2022-03-22,0,2
ILA,2022-03-23,0,2
ILA,2022-03-24,0,2
ILA,2022-03-25,0,2
ILA,2022-03-26,0,2
ILA,2022-03-27,0,2
ILA,2022-03-28,0,2
ILA,2022-03-29,0,2
ILA,2022-03-30,0,2
ILA,2022-03-31,0,2
ILA,2022-04-01,0,2
ILA,2022-04-02,0,2
ILA,2022-04-03,0,2
ILA,2022-04-04,0,2
ILA,2022-04-05,0,2
ILA,2022-04-06,0,2
ILA,2022-04-07,0,2
ILA,2022-04-08,0,2
ILA,2022-04-09,0,2
ILA,2022-04-10,0,2
ILA,2022-04-11,0,2
ILA,2022-04-12,0,2
ILA,2022-04-13,0,2
ILA,2022-04-14,0,2
ILA,2022-04-15,0,2
ILA,2022-04-16,0,2
ILA,2022-04-17,0,2
ILA,2022-04-18,0,2
ILA,2022-04-19,0,2
ILA,2022-04-20,0,2
ILA,2022-04-21,0,2
ILA,2022-04-22,0,2
ILA,2022-04-23,0,2
ILA,2022-04-24,0,2
ILA,2022-04-25,0,2
ILA,2022-04-26,0,2
ILA,2022-04-27,0,2
ILA,2022-04-28,0,2
ILA,2022-04-29,0,2
ILA,2022-04-30,0,2
ILA,2022-05-01,0,2
ILA,2022-05-02,1,3
ILA,2022-05-03,1,4
ILA,2022-05-04,0,4
ILA,2022-05-05,0,4
ILA,2022-05-06,1,5
ILA,2022-05-07,1,6
ILA,2022-05-08,0,6
ILA,2022-05-09,0,6
ILA,2022-05-10,0,6
ILA,2022-05-11,0,6
ILA,2022-05-12,0,6
ILA,2022-05-13,0,6
ILA,2022-05-14,1,7
ILA,2022-05-15,0,7
ILA,2022-05-16,0,7
ILA,2022-05-17,1,8
ILA,2022-05-18,0,8
ILA,2022-05-19,-1,7
ILA,2022-05-20,0,7
ILA,2022-05-21,2,9
ILA,2022-05-22,0,9
ILA,2022-05-23,0,9
ILA,2022-05-24,0,9
ILA,2022-05-25,6,15
ILA,2022-05-26,3,18
ILA,2022-05-27,9,27
ILA,2022-05-28,4,31
ILA,2022-05-29,9,40
ILA,2022-05-30,6,46
ILA,2022-05-31,4,50
ILA,2022-06-01,3,53
ILA,2022-06-02,5,58
ILA,2022-06-03,2,60
ILA,2022-06-04,6,66
HUA,2022-03-10,0,2
HUA,2022-03-11,0,2
HUA,2022-03-12,0,2
HUA,2022-03-13,0,2
HUA,2022-03-14,0,2
HUA,2022-03-15,0,2
HUA,2022-03-16,0,2
HUA,2022-03-17,0,2
HUA,2022-03-18,0,2
HUA,2022-03-19,0,2
HUA,2022-03-20,0,2
HUA,2022-03-21,0,2
HUA,2022-03-22,0,2
HUA,2022-03-23,0,2
HUA,2022-03-24,0,2
HUA,2022-03-25,0,2
HUA,2022-03-26,0,2
HUA,2022-03-27,0,2
HUA,2022-03-28,0,2
HUA,2022-03-29,0,2
HUA,2022-03-30,0,2
HUA,2022-03-31,0,2
HUA,2022-04-01,0,2
HUA,2022-04-02,0,2
HUA,2022-04-03,0,2
HUA,2022-04-04,0,2
HUA,2022-04-05,0,2
HUA,2022-04-06,0,2
HUA,2022-04-07,0,2
HUA,2022-04-08,0,2
HUA,2022-04-09,0,2
HUA,2022-04-10,0,2
HUA,2022-04-11,0,2
HUA,2022-04-12,0,2
HUA,2022-04-13,0,2
HUA,2022-04-14,0,2
HUA,2022-04-15,0,2
HUA,2022-04-16,0,2
HUA,2022-04-17,0,2
HUA,2022-04-18,0,2
HUA,2022-04-19,0,2
HUA,2022-04-20,0,2
HUA,2022-04-21,0,2
HUA,2022-04-22,0,2
HUA,2022-04-23,0,2
HUA,2022-04-24,0,2
HUA,2022-04-25,0,2
HUA,2022-04-26,0,2
HUA,2022-04-27,1,3
HUA,2022-04-28,0,3
HUA,2022-04-29,0,3
HUA,2022-04-30,0,3
HUA,2022-05-01,0,3
HUA,2022-05-02,0,3
HUA,2022-05-03,1,4
HUA,2022-05-04,0,4
HUA,2022-05-05,0,4
HUA,2022-05-06,0,4
HUA,2022-05-07,0,4
HUA,2022-05-08,0,4
HUA,2022-05-09,1,5
HUA,2022-05-10,0,5
HUA,2022-05-11,0,5
HUA,2022-05-12,0,5
HUA,2022-05-13,0,5
HUA,2022-05-14,0,5
HUA,2022-05-15,0,5
HUA,2022-05-16,0,5
HUA,2022-05-17,4,9
HUA,2022-05-18,0,9
HUA,2022-05-19,2,11
HUA,2022-05-20,3,14
HUA,2022-05-21,0,14
HUA,2022-05-22,2,16
HUA,2022-05-23,6,22
HUA,2022-05-24,4,26
HUA,2022-05-25,0,26
HUA,2022-05-26,3,29
HUA,2022-05-27,1,30
HUA,2022-05-28,5,35
HUA,2022-05-29,0,35
HUA,2022-05-30,6,41
HUA,2022-05-31,4,45
HUA,2022-06-01,3,48
HUA,2022-06-02,2,50
HUA,2022-06-03,4,54
HUA,2022-06-04,8,62
TTT,2022-03-10,0,1
TTT,2022-03-11,0,1
TTT,2022-03-12,0,1
TTT,2022-03-13,0,1
TTT,2022-03-14,0,1
TTT,2022-03-15,0,1
TTT,2022-03-16,0,1
TTT,2022-03-17,0,1
TTT,2022-03-18,0,1
TTT,2022-03-19,0,1
TTT,2022-03-20,0,1
TTT,2022-03-21,0,1
TTT,2022-03-22,0,1
TTT,2022-03-23,0,1
TTT,2022-03-24,0,1
TTT,2022-03-25,0,1
TTT,2022-03-26,0,1
TTT,2022-03-27,0,1
TTT,2022-03-28,0,1
TTT,2022-03-29,0,1
TTT,2022-03-30,0,1
TTT,2022-03-31,0,1
TTT,2022-04-01,0,1
TTT,2022-04-02,0,1
TTT,2022-04-03,0,1
TTT,2022-04-04,0,1
TTT,2022-04-05,0,1
TTT,2022-04-06,0,1
TTT,2022-04-07,0,1
TTT,2022-04-08,0,1
TTT,2022-04-09,0,1
TTT,2022-04-10,0,1
TTT,2022-04-11,0,1
TTT,2022-04-12,0,1
TTT,2022-04-13,0,1
TTT,2022-04-14,0,1
TTT,2022-04-15,0,1
TTT,2022-04-16,0,1
TTT,2022-04-17,0,1
TTT,2022-04-18,0,1
TTT,2022-04-19,0,1
TTT,2022-04-20,0,1
TTT,2022-04-21,0,1
TTT,2022-04-22,0,1
TTT,2022-04-23,0,1
TTT,2022-04-24,0,1
TTT,2022-04-25,0,1
TTT,2022-04-26,0,1
TTT,2022-04-27,0,1
TTT,2022-04-28,0,1
TTT,2022-04-29,0,1
TTT,2022-04-30,0,1
TTT,2022-05-01,0,1
TTT,2022-05-02,0,1
TTT,2022-05-03,0,1
TTT,2022-05-04,0,1
TTT,2022-05-05,0,1
TTT,2022-05-06,0,1
TTT,2022-05-07,0,1
TTT,2022-05-08,0,1
TTT,2022-05-09,0,1
TTT,2022-05-10,0,1
TTT,2022-05-11,0,1
TTT,2022-05-12,1,2
TTT,2022-05-13,0,2
TTT,2022-05-14,0,2
TTT,2022-05-15,2,4
TTT,2022-05-16,0,4
TTT,2022-05-17,1,5
TTT,2022-05-18,0,5
TTT,2022-05-19,0,5
TTT,2022-05-20,6,11
TTT,2022-05-21,0,11
TTT,2022-05-22,1,12
TTT,2022-05-23,0,12
TTT,2022-05-24,0,12
TTT,2022-05-25,0,12
TTT,2022-05-26,5,17
TTT,2022-05-27,1,18
TTT,2022-05-28,1,19
TTT,2022-05-29,5,24
TTT,2022-05-30,1,25
TTT,2022-05-31,1,26
TTT,2022-06-01,3,29
TTT,2022-06-02,0,29
TTT,2022-06-03,2,31
TTT,2022-06-04,1,32
PEN,2022-03-10,0,0
PEN,2022-03-11,0,0
PEN,2022-03-12,0,0
PEN,2022-03-13,0,0
PEN,2022-03-14,0,0
PEN,2022-03-15,0,0
PEN,2022-03-16,0,0
PEN,2022-03-17,0,0
PEN,2022-03-18,0,0
PEN,2022-03-19,0,0
PEN,2022-03-20,0,0
PEN,2022-03-21,0,0
PEN,2022-03-22,0,0
PEN,2022-03-23,0,0
PEN,2022-03-24,0,0
PEN,2022-03-25,0,0
PEN,2022-03-26,0,0
PEN,2022-03-27,0,0
PEN,2022-03-28,0,0
PEN,2022-03-29,0,0
PEN,2022-03-30,0,0
PEN,2022-03-31,0,0
PEN,2022-04-01,0,0
PEN,2022-04-02,0,0
PEN,2022-04-03,0,0
PEN,2022-04-04,0,0
PEN,2022-04-05,0,0
PEN,2022-04-06,0,0
PEN,2022-04-07,0,0
PEN,2022-04-08,0,0
PEN,2022-04-09,0,0
PEN,2022-04-10,0,0
PEN,2022-04-11,0,0
PEN,2022-04-12,0,0
PEN,2022-04-13,0,0
PEN,2022-04-14,0,0
PEN,2022-04-15,0,0
PEN,2022-04-16,0,0
PEN,2022-04-17,0,0
PEN,2022-04-18,0,0
PEN,2022-04-19,0,0
PEN,2022-04-20,0,0
PEN,2022-04-21,0,0
PEN,2022-04-22,0,0
PEN,2022-04-23,0,0
PEN,2022-04-24,0,0
PEN,2022-04-25,0,0
PEN,2022-04-26,0,0
PEN,2022-04-27,0,0
PEN,2022-04-28,0,0
PEN,2022-04-29,0,0
PEN,2022-04-30,0,0
PEN,2022-05-01,0,0
PEN,2022-05-02,0,0
PEN,2022-05-03,0,0
PEN,2022-05-04,0,0
PEN,2022-05-05,0,0
PEN,2022-05-06,0,0
PEN,2022-05-07,0,0
PEN,2022-05-08,0,0
PEN,2022-05-09,0,0
PEN,2022-05-10,0,0
PEN,2022-05-11,0,0
PEN,2022-05-12,0,0
PEN,2022-05-13,0,0
PEN,2022-05-14,0,0
PEN,2022-05-15,0,0
PEN,2022-05-16,0,0
PEN,2022-05-17,0,0
PEN,2022-05-18,0,0
PEN,2022-05-19,0,0
PEN,2022-05-20,0,0
PEN,2022-05-21,0,0
PEN,2022-05-22,0,0
PEN,2022-05-23,0,0
PEN,2022-05-24,0,0
PEN,2022-05-25,0,0
PEN,2022-05-26,0,0
PEN,2022-05-27,0,0
PEN,2022-05-28,0,0
PEN,2022-05-29,0,0
PEN,2022-05-30,0,0
PEN,2022-05-31,1,1
PEN,2022-06-01,0,1
PEN,2022-06-02,0,1
PEN,2022-06-03,0,1
PEN,2022-06-04,0,1
KIN,2022-03-10,0,0
KIN,2022-03-11,0,0
KIN,2022-03-12,0,0
KIN,2022-03-13,0,0
KIN,2022-03-14,0,0
KIN,2022-03-15,0,0
KIN,2022-03-16,0,0
KIN,2022-03-17,0,0
KIN,2022-03-18,0,0
KIN,2022-03-19,0,0
KIN,2022-03-20,0,0
KIN,2022-03-21,0,0
KIN,2022-03-22,0,0
KIN,2022-03-23,0,0
KIN,2022-03-24,0,0
KIN,2022-03-25,0,0
KIN,2022-03-26,0,0
KIN,2022-03-27,0,0
KIN,2022-03-28,0,0
KIN,2022-03-29,0,0
KIN,2022-03-30,0,0
KIN,2022-03-31,0,0
KIN,2022-04-01,0,0
KIN,2022-04-02,0,0
KIN,2022-04-03,0,0
KIN,2022-04-04,0,0
KIN,2022-04-05,0,0
KIN,2022-04-06,0,0
KIN,2022-04-07,0,0
KIN,2022-04-08,0,0
KIN,2022-04-09,0,0
KIN,2022-04-10,0,0
KIN,2022-04-11,0,0
KIN,2022-04-12,0,0
KIN,2022-04-13,0,0
KIN,2022-04-14,0,0
KIN,2022-04-15,0,0
KIN,2022-04-16,0,0
KIN,2022-04-17,0,0
KIN,2022-04-18,0,0
KIN,2022-04-19,0,0
KIN,2022-04-20,0,0
KIN,2022-04-21,0,0
KIN,2022-04-22,0,0
KIN,2022-04-23,0,0
KIN,2022-04-24,0,0
KIN,2022-04-25,0,0
KIN,2022-04-26,0,0
KIN,2022-04-27,0,0
KIN,2022-04-28,0,0
KIN,2022-04-29,0,0
KIN,2022-04-30,0,0
KIN,2022-05-01,0,0
KIN,2022-05-02,0,0
KIN,2022-05-03,0,0
KIN,2022-05-04,0,0
KIN,2022-05-05,0,0
KIN,2022-05-06,0,0
KIN,2022-05-07,0,0
KIN,2022-05-08,0,0
KIN,2022-05-09,0,0
KIN,2022-05-10,0,0
KIN,2022-05-11,0,0
KIN,2022-05-12,0,0
KIN,2022-05-13,0,0
KIN,2022-05-14,0,0
KIN,2022-05-15,0,0
KIN,2022-05-16,0,0
KIN,2022-05-17,0,0
KIN,2022-05-18,1,1
KIN,2022-05-19,0,1
KIN,2022-05-20,0,1
KIN,2022-05-21,0,1
KIN,2022-05-22,1,2
KIN,2022-05-23,0,2
KIN,2022-05-24,0,2
KIN,2022-05-25,0,2
KIN,2022-05-26,0,2
KIN,2022-05-27,0,2
KIN,2022-05-28,0,2
KIN,2022-05-29,0,2
KIN,2022-05-30,1,3
KIN,2022-05-31,0,3
KIN,2022-06-01,0,3
KIN,2022-06-02,0,3
KIN,2022-06-03,0,3
KIN,2022-06-04,1,4
LIE,2022-03-10,0,0
LIE,2022-03-11,0,0
LIE,2022-03-12,0,0
LIE,2022-03-13,0,0
LIE,2022-03-14,0,0
LIE,2022-03-15,0,0
LIE,2022-03-16,0,0
LIE,2022-03-17,0,0
LIE,2022-03-18,0,0
LIE,2022-03-19,0,0
LIE,2022-03-20,0,0
LIE,2022-03-21,0,0
LIE,2022-03-22,0,0
LIE,2022-03-23,0,0
LIE,2022-03-24,0,0
LIE,2022-03-25,0,0
LIE,2022-03-26,0,0
LIE,2022-03-27,0,0
LIE,2022-03-28,0,0
LIE,2022-03-29,0,0
LIE,2022-03-30,0,0
LIE,2022-03-31,0,0
LIE,2022-04-01,0,0
LIE,2022-04-02,0,0
LIE,2022-04-03,0,0
LIE,2022-04-04,0,0
LIE,2022-04-05,0,0
LIE,2022-04-06,0,0
LIE,2022-04-07,0,0
LIE,2022-04-08,0,0
LIE,2022-04-09,0,0
LIE,2022-04-10,0,0
LIE,2022-04-11,0,0
LIE,2022-04-12,0,0
LIE,2022-04-13,0,0
LIE,2022-04-14,0,0
LIE,2022-04-15,0,0
LIE,2022-04-16,0,0
LIE,2022-04-17,0,0
LIE,2022-04-18,0,0
LIE,2022-04-19,0,0
LIE,2022-04-20,0,0
LIE,2022-04-21,0,0
LIE,2022-04-22,0,0
LIE,2022-04-23,0,0
LIE,2022-04-24,0,0
LIE,2022-04-25,0,0
LIE,2022-04-26,0,0
LIE,2022-04-27,0,0
LIE,2022-04-28,0,0
LIE,2022-04-29,0,0
LIE,2022-04-30,0,0
LIE,2022-05-01,0,0
LIE,2022-05-02,0,0
LIE,2022-05-03,0,0
LIE,2022-05-04,0,0
LIE,2022-05-05,0,0
LIE,2022-05-06,0,0
LIE,2022-05-07,0,0
LIE,2022-05-08,0,0
LIE,2022-05-09,0,0
LIE,2022-05-10,0,0
LIE,2022-05-11,0,0
LIE,2022-05-12,0,0
LIE,2022-05-13,0,0
LIE,2022-05-14,0,0
LIE,2022-05-15,0,0
LIE,2022-05-16,0,0
LIE,2022-05-17,0,0
LIE,2022-05-18,0,0
LIE,2022-05-19,0,0
LIE,2022-05-20,0,0
LIE,2022-05-21,0,0
LIE,2022-05-22,0,0
LIE,2022-05-23,0,0
LIE,2022-05-24,0,0
LIE,2022-05-25,0,0
LIE,2022-05-26,0,0
LIE,2022-05-27,0,0
LIE,2022-05-28,0,0
LIE,2022-05-29,0,0
LIE,2022-05-30,0,0
LIE,2022-05-31,0,0
LIE,2022-06-01,0,0
LIE,2022-06-02,0,0
LIE,2022-06-03,0,0
LIE,2022-06-04,0,0
TW,2022-03-10,0,839
TW,2022-03-11,0,839
TW,2022-03-12,0,839
TW,2022-03-13,0,839
TW,2022-03-14,0,839
TW,2022-03-15,0,839
TW,2022-03-16,0,839
TW,2022-03-17,0,839
TW,2022-03-18,0,839
TW,2022-03-19,0,839
TW,2022-03-20,0,839
TW,2022-03-21,0,839
TW,2022-03-22,0,839
TW,2022-03-23,0,839
TW,2022-03-24,0,839
TW,2022-03-25,0,839
TW,2022-03-26,0,839
TW,2022-03-27,0,839
TW,2022-03-28,0,839
TW,2022-03-29,0,839
TW,2022-03-30,0,839
TW,2022-03-31,0,839
TW,2022-04-01,0,839
TW,2022-04-02,0,839
TW,2022-04-03,0,839
TW,2022-04-04,0,839
TW,2022-04-05,0,839
TW,2022-04-06,0,839
TW,2022-04-07,0,839
TW,2022-04-08,0,839
TW,2022-04-09,1,840
TW,2022-04-10,0,840
TW,2022-04-11,0,840
TW,2022-04-12,0,840
TW,2022-04-13,0,840
TW,2022-04-14,0,840
TW,2022-04-15,0,840
TW,2022-04-16,0,840
TW,2022-04-17,0,840
TW,2022-04-18,0,840
TW,2022-04-19,2,842
TW,2022-04-20,0,842
TW,2022-04-21,0,842
TW,2022-04-22,0,842
TW,2022-04-23,0,842
TW,2022-04-24,0,842
TW,2022-04-25,0,842
TW,2022-04-26,0,842
TW,2022-04-27,1,843
TW,2022-04-28,2,845
TW,2022-04-29,2,847
TW,2022-04-30,3,850
TW,2022-05-01,3,853
TW,2022-05-02,3,856
TW,2022-05-03,5,861
TW,2022-05-04,5,866
TW,2022-05-05,5,871
TW,2022-05-06,10,881
TW,2022-05-07,11,892
TW,2022-05-08,12,904
TW,2022-05-09,12,916
TW,2022-05-10,12,928
TW,2022-05-11,8,936
TW,2022-05-12,17,953
TW,2022-05-13,41,994
TW,2022-05-14,40,1034
TW,2022-05-15,19,1053
TW,2022-05-16,29,1082
TW,2022-05-17,38,1120
TW,2022-05-18,41,1161
TW,2022-05-19,59,1220
TW,2022-05-20,49,1269
TW,2022-05-21,59,1328
TW,2022-05-22,53,1381
TW,2022-05-23,40,1421
TW,2022-05-24,42,1463
TW,2022-05-25,76,1539
TW,2022-05-26,104,1643
TW,2022-05-27,126,1769
TW,2022-05-28,127,1896
TW,2022-05-29,145,2041
TW,2022-05-30,109,2150
TW,2022-05-31,90,2240
TW,2022-06-01,122,2362
TW,2022-06-02,144,2506
TW,2022-06-03,142,2648
TW,2022-06-04,152,2800
